Peak_ID,Intensity_171130-18_DN-Sampling-blank08-17-A1,Intensity_171130-19_DN-Sampling-blank08-17-A2,Intensity_171130-20_DN-Sampling-blank08-17-A4,Intensity_171123-16_DN46_Augsburg_UPS,Intensity_171123-17_DN34_Augsburg-Havarie_UPS,Intensity_171123-18_DN31_Amstetten_UPS,Intensity_171123-19_DN28_Brno_UPS,Intensity_171123-20_DN25_Zilina_UPS,Intensity_171123-21_DN22_Krsko_UPS,Intensity_171123-22_DN19_Budapest_UPS,Intensity_171123-23_DN16_Ljubljana_UPS,Intensity_171123-24_DN13_Zagreb_UPS,Intensity_171123-25_DN10_Varazdin_UPS,Intensity_171123-25_DN10_Varaždin_UPS,Intensity_171123-26_DN07_Sabac_UPS,Intensity_171123-27_DN04_Napoca_UPS,Intensity_171123-28_DN01_Bucharest_UPS,Intensity_171123-33_DN48_Augsburg_DS,Intensity_171123-34_DN36_Augsburg-Havarie_DS,Intensity_171123-35_DN33_Amstetten_DS,Intensity_171123-36_DN30_Brno_DS,Intensity_171123-37_DN27_Zilina_DS,Intensity_171123-38_DN24_Krsko_DS,Intensity_171123-39_DN21_Budapest_DS,Intensity_171123-40_DN18_Ljubljana_DS,Intensity_171123-41_DN15_Zagreb_DS,Intensity_171123-42_DN09_Sabac_DS,Intensity_171123-43_DN06_Napoca_DS,Intensity_171123-44_DN03_Bucharest_DS,Intensity_171130-21_DN02_Bucharest_WWTP,Intensity_171130-22_DN05_Napoca_WWTP,Intensity_171130-23_DN08_Sabac_WWTP,Intensity_171130-24_DN11_Varazdin_WWTP,Intensity_171130-25_DN14_Zagreb_WWTP,Intensity_171130-26_DN17_Ljubljana_WWTP,Intensity_171130-27_DN20_Budapest_WWTP,Intensity_171130-28_DN23_Krsko_WWTP,Intensity_171130-29_DN26_Zilina_WWTP,Intensity_171130-30_DN29_Brno_WWTP,Intensity_171130-31_DN32_Amstetten_WWTP,Intensity_171130-32_DN35_Augsburg-Havarie_WWTP,Intensity_171130-33_DN47_Augsburg_WWTP
103.0753@0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14809136.0,8257551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0378,0.0,0.0,0.0,0.0,0.0,740553.869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655746.142578125,570237.83984375,0.0,10205301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685734.18359375,0.0,0.0,0.0,0.0,2925938.0,0.0,403900.09765625,1211702.35839844,441209.126953125,34970575.0,0.0,369792.90722656297,0.0
103.0753@0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754758.0,1601859.0,0.0,0.0,0.0,1789487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539317.0,0.0,0.0,0.0,0.0
103.0753@0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792979.0,0.0,0.0,0.0,0.0
103.0752@0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852042.0,0.0,0.0,0.0,0.0
103.0753@0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0751@0614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@0648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872053.0,0.0,0.0,0.0,0.0
103.0753@0702,1826370.5234375,1827741.40234375,1789853.79296875,1893846.85546875,1891977.4296875,1773200.75390625,1887277.171875,1869788.57421875,1734103.84765625,1686721.3359375,1759832.546875,1677246.09375,1761971.3359375,470785.0,614840.0,1833067.625,1752851.33203125,1787883.34765625,1698933.03515625,1652708.02539063,1711635.90234375,1737429.33203125,1625883.73046875,1742814.8046875,1682625.515625,1735506.2421875,1825124.609375,1939604.64453125,1576353.0,1003857.0,1833198.87109375,1943669.1328125,2016109.88671875,2392861.02734375,1829471.23046875,1899930.0078125,1848375.49609375,2007521.23828125,2105718.5234375,1989288.921875,1855682.703125,1886871.453125
103.0752@0740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94437062.0,0.0,0.0,0.0,0.0
103.0753@0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484261.0,0.0,0.0,0.0
103.0753@0784,0.0,0.0,2062248.046875,1924544.00390625,2081753.80859375,0.0,2048807.06640625,1970175.48046875,2014749.3671875,1815059.0234375,1909772.51953125,1706228.046875,421680.0,1796317.7890625,0.0,716669.0,1937291.65234375,1869341.8125,0.0,1728647.39453125,1763288.48046875,1838193.5546875,1750004.97265625,437450.0,0.0,1776931.64453125,0.0,1853683.46484375,0.0,0.0,0.0,2172947.984375,2082881.87109375,0.0,2071407.11328125,2158725.71875,2065476.99609375,0.0,0.0,1860691.04296875,0.0,2060058.54296875
103.0753@0807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0818,2449260.15234375,2365401.234375,722304.0,2149646.79296875,1085880.0,2272094.609375,2247103.34765625,2150954.42578125,2099053.99609375,1853547.515625,2080486.8046875,1925454.4453125,1880502.4765625,2045214.3984375,2048112.32421875,1932259.31640625,1797116.54296875,381514.0,1952210.1015625,1948474.375,2110645.99609375,684177.0,1774896.828125,2010547.06640625,991199.0,1879659.0,2151112.5703125,2053886.6796875,1880079.609375,2337035.625,2399401.984375,2365573.58984375,2458473.8125,952485.0,2493241.953125,2377577.25,660671.0,845149.0,2485223.40234375,2169938.50390625,2369487.33203125,2447330.28125
103.0753@0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998355.0,0.0,0.0,0.0,0.0
103.0753@0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553132.0,0.0,0.0
103.0753@0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0930,0.0,0.0,761191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@0943,2707925.859375,2544195.4140625,2613356.51953125,2233919.1875,517041.0,2254281.265625,2378793.6796875,2452045.5390625,2230730.0,749144.0,1399387.0,2059996.5,1940104.4765625,2090673.14453125,0.0,1844393.20703125,2327590.51367188,763679.0,1967181.296875,457218.0,1256399.0,788741.0,2047752.30078125,2056578.125,463259.0,0.0,576151.0,2395009.3125,992464.0,0.0,2544827.7421875,2586146.5859375,2328608.24609375,2654224.546875,2625497.5703125,659584.0,2764512.0625,2511291.35546875,2529814.515625,2471428.5390625,0.0,2373757.328125
103.0753@0964,2523352.140625,0.0,2516858.7734375,2137004.1953125,2170768.98828125,0.0,2183110.86328125,2166503.859375,2149777.5,0.0,2010317.7578125,1895171.69921875,0.0,2000597.11328125,2011063.96875,2024238.45703125,2093457.4765625,881060.0,0.0,1900696.66015625,0.0,0.0,1905864.5078125,1883429.6171875,585297.0,1868490.48828125,1937640.484375,2067246.4765625,0.0,2589670.2265625,0.0,2694419.5546875,2660141.7734375,2497711.3125,626114.0,2757577.19921875,2476230.84765625,0.0,0.0,0.0,2465616.453125,2374504.9921875
103.0753@0982,2678016.265625,2659747.9375,1302966.0,2022532.7265625,2135354.5703125,2067578.33203125,2005080.48046875,2028771.3046875,2062787.8046875,1975448.8359375,1937998.17578125,1900494.15234375,1809401.66796875,2009868.83203125,1890690.828125,584794.0,758270.0,1933375.83984375,1958339.703125,1810251.58203125,2083192.78515625,1937152.984375,2012935.1875,2077218.00390625,511821.0,1989305.76953125,0.0,1999196.5078125,1996233.82421875,2684223.125,2538105.421875,0.0,2748423.1328125,2955907.453125,2816589.7578125,2702797.25,1070777.0,926706.0,2672490.7421875,2674665.10546875,2630967.7890625,2469278.5234375
103.0753@0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1024,2560538.46875,2641494.75,0.0,1991312.0859375,1877535.69921875,1951692.6953125,1924021.13671875,670107.0,556695.0,1952391.6015625,0.0,1699301.734375,1793131.44140625,1812470.328125,2041834.76953125,1795976.35546875,0.0,1753962.94140625,1756334.22265625,0.0,1791089.6875,1600039.2109375,0.0,813938.0,1902489.34765625,1707855.1484375,1913756.82421875,1818674.0390625,1770922.1015625,2656271.9921875,0.0,0.0,0.0,489459.0,2562204.8125,0.0,558433.0,2847571.4296875,2732089.703125,2448561.16015625,2336791.765625,0.0
103.0753@1045,0.0,2439587.4921875,2324260.953125,1935264.33984375,504522.0,0.0,1964263.3203125,0.0,1949826.57421875,0.0,1790812.80859375,1924838.45703125,1730555.12109375,1675698.46484375,1789991.5,0.0,1834873.50976563,1534108.59765625,1877884.94921875,498174.0,0.0,0.0,1634692.32421875,1496755.390625,390954.0,0.0,404443.0,1785220.7265625,0.0,537603.0,0.0,2725061.3203125,2347889.62890625,2484676.3671875,2503291.4375,0.0,0.0,2762276.11328125,2455766.0703125,2200302.578125,0.0,2524073.71484375
103.0753@1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341195.0,0.0,0.0,489760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1146,2055455.78515625,0.0,0.0,1696938.25585937,1624291.48828125,0.0,0.0,1830228.40234375,1661366.3359375,1624991.078125,0.0,626803.0,1471268.02539063,1486188.078125,0.0,1556100.36523438,0.0,646253.0,279253.0,1557567.92578125,0.0,0.0,1458134.9140625,1487358.875,0.0,1535512.15820313,1570830.62109375,0.0,1582641.3359375,0.0,0.0,0.0,2181595.78515625,2082426.953125,0.0,2043972.55859375,2166007.796875,2413547.41015625,2351202.2109375,0.0,0.0,1938428.34765625
103.0753@1170,2134285.07421875,0.0,2067596.453125,614390.0,0.0,0.0,1725142.87890625,1559488.16601563,0.0,1459525.68554688,1409154.59570312,360447.0,1585170.13085937,1530029.91210938,0.0,1568591.86328125,1545889.1328125,0.0,1571244.9453125,369260.0,1414553.91796875,0.0,0.0,1325918.88085938,0.0,0.0,0.0,1590337.27929687,1604777.09375,2030959.328125,2019011.60742188,0.0,0.0,2175279.984375,0.0,2290430.21875,533478.0,685234.0,2087494.7578125,0.0,2000591.875,668689.0
103.0753@1198,2027650.375,2266862.265625,1869476.47265625,1607374.74609375,1474220.66015625,1725181.30664063,1631569.625,1661538.71875,1634692.55859375,1496737.41601562,1622408.0546875,1493687.96679688,1501566.2421875,1484879.078125,1592029.38671875,1651132.25,1664128.5703125,1177651.54101563,255013.0,1307220.57421875,1588449.78515625,1480030.01171875,1341335.69726563,1469906.65820312,515375.0,1368649.66796875,1586201.2421875,1487683.421875,1640809.02148438,2021965.3984375,1017430.0,2140512.6328125,2161827.10546875,2004504.1484375,499863.0,2185902.39453125,1985733.49609375,2081504.51171875,700311.0,1973376.62890625,2002652.60742188,2008503.79296875
103.0753@1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1252,0.0,0.0,0.0,398713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1266,2073071.04296875,0.0,0.0,1627284.7109375,0.0,1645289.53515625,1717362.6796875,0.0,1540818.02929688,1410693.58203125,1570228.78515625,0.0,1564128.90625,1469011.5,1527872.02734375,0.0,0.0,0.0,0.0,1547272.89453125,1369836.67578125,1324646.02148438,1434900.70703125,0.0,1411897.7109375,1499102.45703125,1591599.41210937,0.0,1562519.36328125,2111419.22265625,2036127.57421875,2075916.05078125,0.0,2069944.5390625,2018721.984375,0.0,0.0,0.0,0.0,1985765.6328125,1957051.7734375,1873439.76171875
103.0753@1297,2109850.56640625,2127678.8359375,2042598.6875,1616511.828125,1562092.0625,1759223.87109375,483405.0,512155.0,627231.0,1519512.375,0.0,1519273.3359375,1429347.25,1510457.93359375,1480836.09570313,1498709.10351563,1497483.16992188,1365300.56054688,374431.0,1306987.81835937,1536242.28710937,0.0,1496208.56054688,1303135.83789063,1578496.87109375,1340459.53320312,1467362.60546875,1560471.30078125,1464820.15429687,2080892.34765625,2239843.0859375,2050194.71875,2074772.89453125,2057505.265625,2010166.8515625,2039476.98828125,2032362.27734375,2271834.62109375,2034422.9140625,677876.0,0.0,1896678.01171875
103.0753@1321,2123543.15234375,2054234.16796875,1897155.19140625,1517309.35742188,1677471.71289063,0.0,0.0,1670626.296875,1643795.3203125,1473178.38085938,0.0,1427607.87890625,1562499.68554688,1524107.77148438,1499705.47460938,1450386.66992188,1369255.97460937,1605573.6171875,1411355.93164063,330648.0,1416627.703125,1315825.16601563,0.0,1346608.79492188,1407209.29296875,0.0,461017.0,1377927.17578125,1301608.30078125,2080719.52734375,2029482.97265625,1966362.4140625,2002368.39453125,1974138.43359375,1909585.15625,1998529.09765625,2154921.48046875,456085.0,0.0,572169.0,1932406.62109375,0.0
103.0753@1339,2068367.97265625,2136748.734375,2081128.75390625,1740812.4375,1597082.96875,1454790.625,1760853.4609375,1614415.046875,481008.0,1598048.34375,1540814.62304688,1482388.40820313,1382712.04101562,1427097.76171875,1593195.40234375,1404885.125,1459468.98828125,1461315.2109375,1367480.9453125,1390680.72070312,1439246.17578125,430017.0,1369663.71875,1433762.04296875,1328697.9140625,282338.0,1505792.25390625,414338.0,1445152.51757813,1994456.16796875,2191036.93359375,1976807.00390625,2089317.50390625,1913933.1015625,2029043.07421875,2136480.5703125,1886695.3515625,2097804.46484375,2155953.16796875,1844601.6015625,1905602.62890625,1973041.30859375
103.0753@1359,0.0,421464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0754@1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0752@1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0753@1459,2358172.9453125,907961.0,2344510.7734375,1854891.09375,1798968.421875,1780852.75390625,1913822.31640625,1836165.71484375,491532.0,0.0,1787854.98828125,0.0,0.0,1777352.01953125,1736952.0703125,1502980.17578125,0.0,1501026.671875,1412514.39257813,454217.0,1653343.41796875,1607287.92773438,1682041.92578125,1518982.5625,1677866.38476563,1660200.296875,1767657.83984375,1719841.63671875,0.0,2211166.0234375,2203602.96484375,2233984.453125,2449222.625,2196396.6484375,2520750.5625,2444511.140625,2142242.421875,2249204.7734375,2463632.58984375,2102378.3046875,533148.0,2183616.10546875
103.0865@0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34978999.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0865@0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3562970.0,282929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0865@0080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7440465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0865@0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247869.416992188,0.0,0.0,0.0,0.0,227494.126953125,0.0,0.0,0.0,0.0,0.0,172974.223144531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274408.250976563,0.0,0.0,133830.592773438,91966.42822265631,0.0,0.0,2319500.86328125,0.0,282417.8671875,181945.92138671898,132158.151855469,0.0,153868.260742188
